Time, TempExt, TempInt, TempRef, ControleSignal
2021-03-19 12:17:22, 27.220, 37.447, 34.000, 22.879
2021-03-19 12:17:24, 27.220, 37.318, 34.000, 17.466
2021-03-19 12:17:25, 27.230, 37.318, 34.000, 13.503
2021-03-19 12:17:26, 27.210, 37.447, 34.000, 8.767
2021-03-19 12:17:28, 27.220, 37.415, 34.000, 6.318
2021-03-19 12:17:29, 27.220, 37.415, 34.000, 2.742
2021-03-19 12:17:30, 27.220, 37.834, 34.000, -5.281
2021-03-19 12:17:32, 27.220, 38.350, 34.000, -12.692
2021-03-19 12:17:33, 27.220, 38.350, 34.000, -14.464
2021-03-19 12:17:34, 27.230, 38.640, 34.000, -22.004
2021-03-19 12:17:36, 27.220, 38.962, 34.000, -28.738
2021-03-19 12:17:37, 27.230, 38.962, 34.000, -32.089
2021-03-19 12:17:39, 27.230, 39.639, 34.000, -44.495
2021-03-19 12:17:40, 27.230, 39.381, 34.000, -43.914
2021-03-19 12:17:41, 27.230, 39.381, 34.000, -50.584
2021-03-19 12:17:43, 27.230, 38.736, 34.000, -48.875
2021-03-19 12:17:44, 27.230, 39.284, 34.000, -62.860
2021-03-19 12:17:45, 27.230, 39.284, 34.000, -65.405
2021-03-19 12:17:47, 27.220, 39.929, 34.000, -77.779
2021-03-19 12:17:48, 27.220, 38.672, 34.000, -66.660
2021-03-19 12:17:49, 27.220, 38.672, 34.000, -77.616
2021-03-19 12:17:51, 27.220, 38.672, 34.000, -82.288
2021-03-19 12:17:52, 27.220, 39.961, 34.000, -100.000
2021-03-19 12:17:54, 27.210, 39.961, 34.000, -100.000
2021-03-19 12:17:55, 27.210, 39.671, 34.000, -100.000
2021-03-19 12:17:56, 27.190, 38.769, 34.000, -100.000
2021-03-19 12:17:58, 27.190, 38.769, 34.000, -100.000
2021-03-19 12:17:59, 27.190, 39.381, 34.000, -100.000
2021-03-19 12:18:00, 27.190, 39.478, 34.000, -100.000
2021-03-19 12:18:02, 27.180, 39.478, 34.000, -100.000
2021-03-19 12:18:03, 27.180, 38.994, 34.000, -100.000
2021-03-19 12:18:04, 27.180, 39.155, 34.000, -100.000
2021-03-19 12:18:06, 27.190, 39.155, 34.000, -100.000
2021-03-19 12:18:07, 27.170, 39.284, 34.000, -100.000
2021-03-19 12:18:09, 27.170, 38.543, 60.000, 100.000
2021-03-19 12:18:10, 27.180, 38.543, 60.000, 50.199
2021-03-19 12:18:11, 27.180, 38.382, 60.000, 73.429
2021-03-19 12:18:13, 27.180, 37.576, 60.000, 100.000
2021-03-19 12:18:14, 27.190, 37.576, 60.000, 100.000
2021-03-19 12:18:15, 27.180, 37.286, 60.000, 100.000
2021-03-19 12:18:17, 27.190, 36.416, 60.000, 100.000
2021-03-19 12:18:18, 27.190, 36.416, 60.000, 100.000
2021-03-19 12:18:20, 27.200, 37.673, 60.000, 100.000
2021-03-19 12:18:21, 27.190, 37.641, 60.000, 100.000
2021-03-19 12:18:22, 27.200, 37.641, 60.000, 100.000
2021-03-19 12:18:24, 27.180, 39.123, 60.000, 100.000
2021-03-19 12:18:25, 27.190, 39.091, 60.000, 100.000
2021-03-19 12:18:26, 27.190, 39.091, 60.000, 100.000
2021-03-19 12:18:28, 27.190, 40.058, 60.000, 100.000
2021-03-19 12:18:29, 27.190, 39.478, 60.000, 100.000
2021-03-19 12:18:30, 27.200, 39.478, 60.000, 100.000
2021-03-19 12:18:32, 27.200, 40.090, 60.000, 100.000
2021-03-19 12:18:33, 27.190, 39.703, 60.000, 100.000
2021-03-19 12:18:35, 27.190, 39.703, 60.000, 100.000
2021-03-19 12:18:36, 27.200, 39.768, 60.000, 100.000
2021-03-19 12:18:37, 27.200, 39.768, 60.000, 100.000
2021-03-19 12:18:39, 27.210, 39.961, 60.000, 100.000
2021-03-19 12:18:40, 27.200, 41.121, 60.000, 100.000
2021-03-19 12:18:41, 27.210, 41.121, 60.000, 100.000
2021-03-19 12:18:43, 27.220, 41.024, 60.000, 100.000
2021-03-19 12:18:44, 27.210, 41.282, 60.000, 100.000
2021-03-19 12:18:45, 27.210, 41.282, 60.000, 100.000
2021-03-19 12:18:47, 27.210, 42.088, 60.000, 100.000
2021-03-19 12:18:48, 27.210, 42.249, 60.000, 100.000
2021-03-19 12:18:49, 27.210, 42.249, 60.000, 100.000
2021-03-19 12:18:51, 27.210, 41.411, 60.000, 100.000
2021-03-19 12:18:52, 27.210, 41.250, 60.000, 100.000
2021-03-19 12:18:54, 27.210, 41.250, 60.000, 100.000
2021-03-19 12:18:55, 27.200, 41.733, 60.000, 100.000
2021-03-19 12:18:56, 27.200, 41.733, 60.000, 100.000
2021-03-19 12:18:58, 27.210, 41.733, 60.000, 100.000
2021-03-19 12:18:59, 27.200, 41.604, 60.000, 100.000
2021-03-19 12:19:00, 27.220, 42.088, 60.000, 100.000
2021-03-19 12:19:02, 27.210, 42.088, 60.000, 100.000
2021-03-19 12:19:03, 27.220, 42.668, 60.000, 100.000
2021-03-19 12:19:04, 27.200, 41.895, 60.000, 100.000
2021-03-19 12:19:06, 27.210, 41.895, 60.000, 100.000
2021-03-19 12:19:07, 27.210, 41.314, 60.000, 100.000
2021-03-19 12:19:09, 27.220, 41.766, 60.000, 100.000
2021-03-19 12:19:10, 27.220, 41.766, 60.000, 100.000
2021-03-19 12:19:11, 27.220, 42.346, 60.000, 100.000
2021-03-19 12:19:13, 27.220, 42.442, 60.000, 100.000
2021-03-19 12:19:14, 27.220, 42.442, 60.000, 100.000
2021-03-19 12:19:15, 27.220, 42.894, 60.000, 100.000
2021-03-19 12:19:17, 27.220, 43.667, 60.000, 100.000
2021-03-19 12:19:18, 27.220, 43.667, 60.000, 100.000
2021-03-19 12:19:19, 27.220, 43.731, 60.000, 100.000
2021-03-19 12:19:21, 27.230, 42.410, 60.000, 100.000
2021-03-19 12:19:22, 27.220, 42.410, 60.000, 100.000
2021-03-19 12:19:24, 27.220, 42.604, 60.000, 100.000
2021-03-19 12:19:25, 27.220, 43.087, 60.000, 100.000
2021-03-19 12:19:26, 27.220, 43.087, 60.000, 100.000
2021-03-19 12:19:28, 27.210, 43.184, 60.000, 100.000
2021-03-19 12:19:29, 27.220, 43.216, 60.000, 100.000
2021-03-19 12:19:30, 27.220, 43.216, 60.000, 100.000
2021-03-19 12:19:32, 27.220, 44.344, 60.000, 100.000
2021-03-19 12:19:33, 27.220, 44.892, 60.000, 100.000
2021-03-19 12:19:35, 27.220, 44.892, 60.000, 100.000
2021-03-19 12:19:36, 27.220, 44.086, 60.000, 100.000
2021-03-19 12:19:37, 27.230, 44.795, 60.000, 100.000
2021-03-19 12:19:39, 27.230, 44.795, 60.000, 100.000
2021-03-19 12:19:40, 27.220, 45.633, 60.000, 100.000
2021-03-19 12:19:41, 27.230, 46.084, 60.000, 100.000
2021-03-19 12:19:43, 27.220, 46.084, 60.000, 100.000
2021-03-19 12:19:44, 27.220, 45.665, 60.000, 100.000
2021-03-19 12:19:45, 27.230, 47.438, 60.000, 100.000
2021-03-19 12:19:47, 27.230, 47.438, 60.000, 100.000
2021-03-19 12:19:48, 27.230, 47.147, 60.000, 100.000
2021-03-19 12:19:50, 27.230, 47.212, 60.000, 100.000
2021-03-19 12:19:51, 27.230, 47.212, 60.000, 100.000
2021-03-19 12:19:52, 27.220, 46.664, 60.000, 100.000
2021-03-19 12:19:54, 27.220, 46.342, 60.000, 100.000
2021-03-19 12:19:55, 27.220, 46.342, 60.000, 100.000
2021-03-19 12:19:56, 27.230, 46.213, 60.000, 100.000
2021-03-19 12:19:58, 27.230, 47.115, 60.000, 100.000
2021-03-19 12:19:59, 27.230, 47.115, 60.000, 100.000
2021-03-19 12:20:00, 27.230, 46.181, 60.000, 100.000
2021-03-19 12:20:02, 27.240, 46.632, 60.000, 100.000
2021-03-19 12:20:03, 27.240, 46.632, 60.000, 100.000
2021-03-19 12:20:04, 27.230, 47.663, 60.000, 100.000
2021-03-19 12:20:06, 27.230, 47.824, 60.000, 100.000
2021-03-19 12:20:07, 27.240, 47.824, 60.000, 100.000
2021-03-19 12:20:09, 27.240, 47.566, 60.000, 100.000
2021-03-19 12:20:10, 27.230, 48.243, 60.000, 100.000
2021-03-19 12:20:11, 27.240, 48.243, 60.000, 100.000
2021-03-19 12:20:13, 27.230, 48.855, 60.000, 100.000
2021-03-19 12:20:14, 27.240, 49.178, 60.000, 100.000
2021-03-19 12:20:15, 27.250, 49.178, 60.000, 100.000
2021-03-19 12:20:17, 27.230, 48.372, 60.000, 100.000
2021-03-19 12:20:18, 27.240, 48.018, 60.000, 100.000
2021-03-19 12:20:19, 27.240, 48.018, 60.000, 100.000
2021-03-19 12:20:21, 27.230, 48.791, 60.000, 100.000
2021-03-19 12:20:22, 27.230, 49.371, 60.000, 100.000
2021-03-19 12:20:24, 27.230, 49.371, 60.000, 100.000
2021-03-19 12:20:25, 27.240, 49.564, 60.000, 100.000
2021-03-19 12:20:26, 27.240, 50.692, 60.000, 100.000
2021-03-19 12:20:28, 27.240, 50.692, 60.000, 100.000
2021-03-19 12:20:29, 27.240, 51.917, 60.000, 100.000
2021-03-19 12:20:30, 27.240, 52.207, 60.000, 100.000
2021-03-19 12:20:32, 27.240, 52.207, 60.000, 100.000
2021-03-19 12:20:33, 27.240, 51.530, 60.000, 100.000
2021-03-19 12:20:34, 27.240, 51.659, 60.000, 100.000
2021-03-19 12:20:36, 27.240, 51.659, 60.000, 100.000
2021-03-19 12:20:37, 27.240, 51.401, 60.000, 100.000
2021-03-19 12:20:39, 27.240, 50.306, 60.000, 100.000
2021-03-19 12:20:40, 27.240, 50.306, 60.000, 100.000
2021-03-19 12:20:41, 27.250, 50.531, 60.000, 100.000
2021-03-19 12:20:43, 27.240, 51.949, 60.000, 100.000
2021-03-19 12:20:44, 27.240, 51.949, 60.000, 100.000
2021-03-19 12:20:45, 27.240, 54.334, 60.000, 100.000
2021-03-19 12:20:47, 27.250, 54.334, 60.000, 100.000
2021-03-19 12:20:48, 27.240, 55.816, 60.000, 100.000
2021-03-19 12:20:49, 27.250, 56.364, 60.000, 100.000
2021-03-19 12:20:51, 27.240, 56.364, 60.000, 100.000
2021-03-19 12:20:52, 27.250, 56.010, 60.000, 100.000
2021-03-19 12:20:54, 27.240, 55.945, 60.000, 100.000
2021-03-19 12:20:55, 27.240, 55.945, 60.000, 100.000
2021-03-19 12:20:56, 27.240, 53.883, 60.000, 100.000
